OrderID,CompanyName,FirstName,LastName
20738,Centro comercial Moctezuma,Laura,Callahan
20954,Centro comercial Moctezuma,Laura,Callahan
21049,Centro comercial Moctezuma,Robert,King
21422,Centro comercial Moctezuma,Margaret,Peacock
22616,Centro comercial Moctezuma,Margaret,Peacock
22830,Centro comercial Moctezuma,Margaret,Peacock
23236,Centro comercial Moctezuma,Robert,King
23389,Centro comercial Moctezuma,Nancy,Davolio
23635,Centro comercial Moctezuma,Steven,Buchanan
24210,Centro comercial Moctezuma,Janet,Leverling
25138,Centro comercial Moctezuma,Margaret,Peacock
25545,Centro comercial Moctezuma,Janet,Leverling
25946,Centro comercial Moctezuma,Robert,King
26077,Centro comercial Moctezuma,Margaret,Peacock
26395,Centro comercial Moctezuma,Anne,Dodsworth
11124,Chop-suey Chinese,Nancy,Davolio
11369,Chop-suey Chinese,Michael,Suyama
11742,Chop-suey Chinese,Nancy,Davolio
13014,Chop-suey Chinese,Janet,Leverling
13189,Chop-suey Chinese,Andrew,Fuller
14346,Chop-suey Chinese,Janet,Leverling
14873,Chop-suey Chinese,Margaret,Peacock
16289,Chop-suey Chinese,Anne,Dodsworth
16389,Chop-suey Chinese,Michael,Suyama
17846,Chop-suey Chinese,Michael,Suyama
18163,Chop-suey Chinese,Steven,Buchanan
18716,Chop-suey Chinese,Margaret,Peacock
20042,Chop-suey Chinese,Nancy,Davolio
20462,Chop-suey Chinese,Andrew,Fuller
21007,Chop-suey Chinese,Janet,Leverling
21427,Chop-suey Chinese,Nancy,Davolio
21605,Chop-suey Chinese,Steven,Buchanan
22141,Chop-suey Chinese,Nancy,Davolio
22244,Chop-suey Chinese,Andrew,Fuller
24039,Chop-suey Chinese,Steven,Buchanan
24358,Chop-suey Chinese,Michael,Suyama
24976,Chop-suey Chinese,Steven,Buchanan
25837,Chop-suey Chinese,Nancy,Davolio
12357,Comércio Mineiro,Robert,King
14188,Comércio Mineiro,Janet,Leverling
15090,Comércio Mineiro,Janet,Leverling
16058,Comércio Mineiro,Andrew,Fuller
16524,Comércio Mineiro,Nancy,Davolio
16960,Comércio Mineiro,Janet,Leverling
18133,Comércio Mineiro,Andrew,Fuller
20109,Comércio Mineiro,Margaret,Peacock
20499,Comércio Mineiro,Michael,Suyama
20700,Comércio Mineiro,Anne,Dodsworth
20865,Comércio Mineiro,Robert,King
21106,Comércio Mineiro,Margaret,Peacock
21435,Comércio Mineiro,Andrew,Fuller
21566,Comércio Mineiro,Andrew,Fuller
21577,Comércio Mineiro,Andrew,Fuller
21968,Comércio Mineiro,Margaret,Peacock
22449,Comércio Mineiro,Janet,Leverling
22585,Comércio Mineiro,Janet,Leverling
24126,Comércio Mineiro,Steven,Buchanan
25195,Comércio Mineiro,Steven,Buchanan
25373,Comércio Mineiro,Nancy,Davolio
25448,Comércio Mineiro,Steven,Buchanan
26294,Comércio Mineiro,Janet,Leverling
26484,Comércio Mineiro,Steven,Buchanan
26519,Comércio Mineiro,Janet,Leverling
12158,Consolidated Holdings,Margaret,Peacock
14098,Consolidated Holdings,Andrew,Fuller
14350,Consolidated Holdings,Steven,Buchanan
14427,Consolidated Holdings,Janet,Leverling
17414,Consolidated Holdings,Andrew,Fuller
17897,Consolidated Holdings,Nancy,Davolio
18470,Consolidated Holdings,Michael,Suyama
18993,Consolidated Holdings,Janet,Leverling
19414,Consolidated Holdings,Laura,Callahan
19549,Consolidated Holdings,Robert,King
19943,Consolidated Holdings,Steven,Buchanan
20253,Consolidated Holdings,Janet,Leverling
20751,Consolidated Holdings,Laura,Callahan
21373,Consolidated Holdings,Steven,Buchanan
21587,Consolidated Holdings,Janet,Leverling
21900,Consolidated Holdings,Michael,Suyama
22325,Consolidated Holdings,Andrew,Fuller
22365,Consolidated Holdings,Steven,Buchanan
23207,Consolidated Holdings,Andrew,Fuller
11087,Die Wandernde Kuh,Anne,Dodsworth
11446,Die Wandernde Kuh,Steven,Buchanan
12368,Die Wandernde Kuh,Laura,Callahan
12634,Die Wandernde Kuh,Laura,Callahan
12767,Die Wandernde Kuh,Andrew,Fuller
12918,Die Wandernde Kuh,Nancy,Davolio
14389,Die Wandernde Kuh,Andrew,Fuller
17620,Die Wandernde Kuh,Michael,Suyama
19915,Die Wandernde Kuh,Steven,Buchanan
21194,Die Wandernde Kuh,Michael,Suyama
23057,Die Wandernde Kuh,Andrew,Fuller
23178,Die Wandernde Kuh,Nancy,Davolio
24130,Die Wandernde Kuh,Andrew,Fuller
24492,Die Wandernde Kuh,Margaret,Peacock
25180,Die Wandernde Kuh,Michael,Suyama
25401,Die Wandernde Kuh,Anne,Dodsworth
25417,Die Wandernde Kuh,Janet,Leverling
26209,Die Wandernde Kuh,Laura,Callahan
11804,Drachenblut Delikatessen,Margaret,Peacock
15194,Drachenblut Delikatessen,Janet,Leverling
15224,Drachenblut Delikatessen,Steven,Buchanan
15657,Drachenblut Delikatessen,Andrew,Fuller
16067,Drachenblut Delikatessen,Laura,Callahan
16849,Drachenblut Delikatessen,Michael,Suyama
17041,Drachenblut Delikatessen,Anne,Dodsworth
17132,Drachenblut Delikatessen,Michael,Suyama
18522,Drachenblut Delikatessen,Janet,Leverling
18820,Drachenblut Delikatessen,Michael,Suyama
19193,Drachenblut Delikatessen,Anne,Dodsworth
19687,Drachenblut Delikatessen,Steven,Buchanan
19998,Drachenblut Delikatessen,Robert,King
20702,Drachenblut Delikatessen,Steven,Buchanan
21193,Drachenblut Delikatessen,Robert,King
21285,Drachenblut Delikatessen,Margaret,Peacock
22927,Drachenblut Delikatessen,Anne,Dodsworth
24568,Drachenblut Delikatessen,Robert,King
12185,Du monde entier,Robert,King
12990,Du monde entier,Janet,Leverling
13108,Du monde entier,Margaret,Peacock
13141,Du monde entier,Janet,Leverling
13382,Du monde entier,Anne,Dodsworth
13415,Du monde entier,Nancy,Davolio
15125,Du monde entier,Michael,Suyama
15190,Du monde entier,Laura,Callahan
16874,Du monde entier,Nancy,Davolio
18056,Du monde entier,Michael,Suyama
18532,Du monde entier,Robert,King
18538,Du monde entier,Robert,King
19454,Du monde entier,Steven,Buchanan
21500,Du monde entier,Margaret,Peacock
21778,Du monde entier,Andrew,Fuller
21944,Du monde entier,Michael,Suyama
22461,Du monde entier,Michael,Suyama
22753,Du monde entier,Michael,Suyama
24513,Du monde entier,Robert,King
11311,Eastern Connection,Nancy,Davolio
13699,Eastern Connection,Anne,Dodsworth
15736,Eastern Connection,Janet,Leverling
15932,Eastern Connection,Nancy,Davolio
16113,Eastern Connection,Andrew,Fuller
16383,Eastern Connection,Andrew,Fuller
18731,Eastern Connection,Nancy,Davolio
19127,Eastern Connection,Laura,Callahan
20377,Eastern Connection,Janet,Leverling
20448,Eastern Connection,Robert,King
21607,Eastern Connection,Margaret,Peacock
22170,Eastern Connection,Andrew,Fuller
22510,Eastern Connection,Laura,Callahan
22760,Eastern Connection,Steven,Buchanan
24246,Eastern Connection,Laura,Callahan
25115,Eastern Connection,Margaret,Peacock
26170,Eastern Connection,Janet,Leverling
11777,Ernst Handel,Anne,Dodsworth
12007,Ernst Handel,Nancy,Davolio
13500,Ernst Handel,Andrew,Fuller
14059,Ernst Handel,Janet,Leverling
14682,Ernst Handel,Andrew,Fuller
17792,Ernst Handel,Janet,Leverling
18042,Ernst Handel,Janet,Leverling
18166,Ernst Handel,Margaret,Peacock
18413,Ernst Handel,Nancy,Davolio
18613,Ernst Handel,Michael,Suyama
19343,Ernst Handel,Janet,Leverling
19543,Ernst Handel,Nancy,Davolio
20497,Ernst Handel,Anne,Dodsworth
23732,Ernst Handel,Andrew,Fuller
24885,Ernst Handel,Robert,King
24911,Ernst Handel,Andrew,Fuller
25522,Ernst Handel,Michael,Suyama
11436,FISSA Fabrica Inter. Salchichas S.A.,Nancy,Davolio
11795,FISSA Fabrica Inter. Salchichas S.A.,Anne,Dodsworth
13432,FISSA Fabrica Inter. Salchichas S.A.,Anne,Dodsworth
14375,FISSA Fabrica Inter. Salchichas S.A.,Robert,King
14548,FISSA Fabrica Inter. Salchichas S.A.,Anne,Dodsworth
16674,FISSA Fabrica Inter. Salchichas S.A.,Margaret,Peacock
16717,FISSA Fabrica Inter. Salchichas S.A.,Janet,Leverling
16817,FISSA Fabrica Inter. Salchichas S.A.,Laura,Callahan
18025,FISSA Fabrica Inter. Salchichas S.A.,Nancy,Davolio
18223,FISSA Fabrica Inter. Salchichas S.A.,Laura,Callahan
18524,FISSA Fabrica Inter. Salchichas S.A.,Steven,Buchanan
22016,FISSA Fabrica Inter. Salchichas S.A.,Robert,King
22082,FISSA Fabrica Inter. Salchichas S.A.,Laura,Callahan
22131,FISSA Fabrica Inter. Salchichas S.A.,Anne,Dodsworth
22208,FISSA Fabrica Inter. Salchichas S.A.,Nancy,Davolio
22322,FISSA Fabrica Inter. Salchichas S.A.,Anne,Dodsworth
22860,FISSA Fabrica Inter. Salchichas S.A.,Nancy,Davolio
25629,FISSA Fabrica Inter. Salchichas S.A.,Laura,Callahan
26100,FISSA Fabrica Inter. Salchichas S.A.,Laura,Callahan
26390,FISSA Fabrica Inter. Salchichas S.A.,Janet,Leverling
12421,Familia Arquibaldo,Janet,Leverling
14811,Familia Arquibaldo,Steven,Buchanan
15461,Familia Arquibaldo,Michael,Suyama
16458,Familia Arquibaldo,Nancy,Davolio
16975,Familia Arquibaldo,Anne,Dodsworth
17173,Familia Arquibaldo,Laura,Callahan
18161,Familia Arquibaldo,Michael,Suyama
18414,Familia Arquibaldo,Robert,King
18863,Familia Arquibaldo,Janet,Leverling
19636,Familia Arquibaldo,Anne,Dodsworth
19886,Familia Arquibaldo,Laura,Callahan
20227,Familia Arquibaldo,Nancy,Davolio
20376,Familia Arquibaldo,Nancy,Davolio
21679,Familia Arquibaldo,Steven,Buchanan
21840,Familia Arquibaldo,Nancy,Davolio
22520,Familia Arquibaldo,Andrew,Fuller
23940,Familia Arquibaldo,Michael,Suyama
24154,Familia Arquibaldo,Andrew,Fuller
24309,Familia Arquibaldo,Andrew,Fuller
24587,Familia Arquibaldo,Robert,King
24680,Familia Arquibaldo,Anne,Dodsworth
25741,Familia Arquibaldo,Michael,Suyama
26470,Familia Arquibaldo,Andrew,Fuller
26471,Familia Arquibaldo,Laura,Callahan
11421,Folies gourmandes,Robert,King
11641,Folies gourmandes,Laura,Callahan
12231,Folies gourmandes,Steven,Buchanan
12776,Folies gourmandes,Andrew,Fuller
13040,Folies gourmandes,Anne,Dodsworth
14515,Folies gourmandes,Nancy,Davolio
14636,Folies gourmandes,Laura,Callahan
15684,Folies gourmandes,Robert,King
16650,Folies gourmandes,Janet,Leverling
16916,Folies gourmandes,Nancy,Davolio
17601,Folies gourmandes,Andrew,Fuller
18126,Folies gourmandes,Laura,Callahan
18159,Folies gourmandes,Anne,Dodsworth
18687,Folies gourmandes,Anne,Dodsworth
20143,Folies gourmandes,Robert,King
21345,Folies gourmandes,Margaret,Peacock
21892,Folies gourmandes,Robert,King
21913,Folies gourmandes,Steven,Buchanan
23134,Folies gourmandes,Andrew,Fuller
23258,Folies gourmandes,Robert,King
23559,Folies gourmandes,Steven,Buchanan
23790,Folies gourmandes,Andrew,Fuller
24113,Folies gourmandes,Robert,King
24244,Folies gourmandes,Michael,Suyama
25932,Folies gourmandes,Margaret,Peacock
11635,Folk och fä HB,Robert,King
14736,Folk och fä HB,Janet,Leverling
15823,Folk och fä HB,Janet,Leverling
15879,Folk och fä HB,Anne,Dodsworth
16541,Folk och fä HB,Andrew,Fuller
17089,Folk och fä HB,Laura,Callahan
17881,Folk och fä HB,Anne,Dodsworth
18693,Folk och fä HB,Robert,King
19402,Folk och fä HB,Michael,Suyama
19811,Folk och fä HB,Laura,Callahan
20333,Folk och fä HB,Laura,Callahan
20718,Folk och fä HB,Andrew,Fuller
20858,Folk och fä HB,Laura,Callahan
21124,Folk och fä HB,Robert,King
22380,Folk och fä HB,Margaret,Peacock
23353,Folk och fä HB,Anne,Dodsworth
23791,Folk och fä HB,Andrew,Fuller
23980,Folk och fä HB,Anne,Dodsworth
25001,Folk och fä HB,Margaret,Peacock
25116,Folk och fä HB,Robert,King
25151,Folk och fä HB,Nancy,Davolio
25756,Folk och fä HB,Andrew,Fuller
26280,Folk och fä HB,Anne,Dodsworth
11182,France restauration,Janet,Leverling
11274,France restauration,Michael,Suyama
11697,France restauration,Laura,Callahan
11969,France restauration,Andrew,Fuller
13237,France restauration,Margaret,Peacock
13551,France restauration,Michael,Suyama
13562,France restauration,Andrew,Fuller
14288,France restauration,Michael,Suyama
15088,France restauration,Nancy,Davolio
15712,France restauration,Laura,Callahan
16133,France restauration,Steven,Buchanan
17442,France restauration,Laura,Callahan
17631,France restauration,Janet,Leverling
17767,France restauration,Anne,Dodsworth
18513,France restauration,Robert,King
18584,France restauration,Michael,Suyama
23412,France restauration,Anne,Dodsworth
23467,France restauration,Margaret,Peacock
24141,France restauration,Nancy,Davolio
24374,France restauration,Janet,Leverling
24449,France restauration,Andrew,Fuller
24744,France restauration,Andrew,Fuller
25037,France restauration,Laura,Callahan
25074,France restauration,Michael,Suyama
25300,France restauration,Laura,Callahan
25640,France restauration,Robert,King
25889,France restauration,Margaret,Peacock
25901,France restauration,Anne,Dodsworth
26428,France restauration,Margaret,Peacock
11746,Franchi S.p.A.,Andrew,Fuller
12377,Franchi S.p.A.,Margaret,Peacock
12723,Franchi S.p.A.,Steven,Buchanan
15416,Franchi S.p.A.,Laura,Callahan
17864,Franchi S.p.A.,Margaret,Peacock
18071,Franchi S.p.A.,Robert,King
18605,Franchi S.p.A.,Laura,Callahan
20611,Franchi S.p.A.,Margaret,Peacock
21005,Franchi S.p.A.,Andrew,Fuller
21213,Franchi S.p.A.,Anne,Dodsworth
22431,Franchi S.p.A.,Robert,King
23022,Franchi S.p.A.,Anne,Dodsworth
24522,Franchi S.p.A.,Robert,King
25337,Franchi S.p.A.,Margaret,Peacock
25991,Franchi S.p.A.,Steven,Buchanan
12152,Frankenversand,Anne,Dodsworth
12157,Frankenversand,Laura,Callahan
14794,Frankenversand,Margaret,Peacock
14880,Frankenversand,Laura,Callahan
15702,Frankenversand,Nancy,Davolio
16317,Frankenversand,Laura,Callahan
16407,Frankenversand,Robert,King
17098,Frankenversand,Margaret,Peacock
17399,Frankenversand,Michael,Suyama
18435,Frankenversand,Laura,Callahan
18819,Frankenversand,Anne,Dodsworth
18867,Frankenversand,Nancy,Davolio
19142,Frankenversand,Anne,Dodsworth
19279,Frankenversand,Michael,Suyama
20065,Frankenversand,Janet,Leverling
20498,Frankenversand,Robert,King
20988,Frankenversand,Andrew,Fuller
21261,Frankenversand,Nancy,Davolio
22848,Frankenversand,Margaret,Peacock
24560,Frankenversand,Laura,Callahan
25734,Frankenversand,Laura,Callahan
12072,Furia Bacalhau e Frutos do Mar,Andrew,Fuller
14115,Furia Bacalhau e Frutos do Mar,Robert,King
14141,Furia Bacalhau e Frutos do Mar,Steven,Buchanan
14210,Furia Bacalhau e Frutos do Mar,Andrew,Fuller
